date,meantempm,meandewptm,meanpressurem,maxhumidity,minhumidity,maxtempm,mintempm,maxdewptm,mindewptm,maxpressurem,minpressurem,precipm
1/1/2016 0:00,26,20,1016.16,83,42,30,21,22,19,1020,1014,0
1/2/2016 0:00,25,20,1016.46,88,38,30,20,22,18,1020,1015,0
1/3/2016 0:00,25,21,1015.3,88,42,31,19,22,19,1019,1013,0
1/4/2016 0:00,26,20,1015.23,94,40,31,20,22,19,1018,1013,0
1/5/2016 0:00,25,20,1014.43,88,40,30,20,22,18,1019,1012,0
1/6/2016 0:00,25,19,1014.48,88,37,30,20,20,17,1018,1012,0
1/7/2016 0:00,25,19,1015.18,88,44,30,20,21,18,1018,1013,0
1/8/2016 0:00,26,19,1015.27,83,44,30,21,22,18,1019,1013,0
1/9/2016 0:00,25,19,1013.32,88,33,30,20,22,16,1017,1011,0
1/10/2016 0:00,24,18,1014.43,88,34,30,19,20,16,1018,1012,0
1/11/2016 0:00,24,18,1014.7,88,38,30,19,20,17,1018,1013,0
1/12/2016 0:00,24,18,1013.29,88,34,30,19,20,16,1017,1011,0
1/13/2016 0:00,24,18,1012.54,94,30,30,19,21,14,1016,1010,0
1/14/2016 0:00,24,18,1012.7,88,34,30,19,21,16,1016,1010,0
1/15/2016 0:00,24,18,1012.05,83,37,30,19,19,16,1016,1010,0
1/16/2016 0:00,24,18,1011.43,88,36,30,18,20,16,1015,1009,0
1/17/2016 0:00,24,19,1011.35,83,42,29,19,20,17,1015,1009,0
1/18/2016 0:00,25,20,1010.57,88,46,30,20,21,18,1014,1008,0
1/19/2016 0:00,26,21,1010.52,85,46,30,21,22,20,1013,1008,0
1/20/2016 0:00,26,22,1011.38,83,56,30,23,24,21,1015,1009,0
1/21/2016 0:00,27,22,1012.27,84,46,31,23,23,20,1016,1010,0
1/22/2016 0:00,26,23,1012.98,89,54,30,22,24,21,1016,1011,0
1/23/2016 0:00,26,22,1014,89,53,29,23,23,21,1017,1012,0
1/24/2016 0:00,27,22,1014.45,94,52,30,24,24,21,1018,1012,0
1/25/2016 0:00,26,21,1013.25,89,45,30,21,22,19,1017,1011,0
1/26/2016 0:00,25,21,1012.82,89,45,30,20,23,20,1016,1010,0
1/27/2016 0:00,26,20,1012.7,88,38,31,20,22,17,1016,1010,0
1/28/2016 0:00,26,21,1012.73,88,39,31,20,22,19,1016,1010,0
1/29/2016 0:00,26,21,1013.64,94,43,31,21,23,19,1018,1011,0
1/30/2016 0:00,26,21,1013.52,94,38,31,20,23,18,1017,1011,0
1/31/2016 0:00,26,20,1013.18,94,31,32,21,23,16,1016,1011,0
2/1/2016 0:00,26,20,1012.93,100,34,32,20,22,16,1016,1011,0
2/2/2016 0:00,26,19,1013.43,94,25,32,19,22,13,1017,1011,0
2/3/2016 0:00,26,20,1012.54,94,23,32,21,22,14,1016,1010,0
2/4/2016 0:00,26,20,1012.75,94,33,32,20,22,16,1016,1010,0
2/5/2016 0:00,27,21,1012.47,94,32,32,22,23,17,1016,1010,0
2/6/2016 0:00,26,21,1011.26,94,51,29,22,22,20,1014,1009,0
2/7/2016 0:00,26,22,1012.56,88,46,31,21,23,21,1016,1010,0
2/8/2016 0:00,26,21,1012.02,89,45,31,22,23,20,1015,1009,0
2/9/2016 0:00,26,21,1011.93,94,41,31,21,23,19,1015,1009,0
2/10/2016 0:00,27,21,1011.32,94,30,33,21,23,15,1014,1009,0
2/11/2016 0:00,26,20,1010.82,94,30,32,21,23,15,1014,1009,0
2/12/2016 0:00,26,21,1010.79,88,37,32,21,22,19,1014,1009,0
2/13/2016 0:00,26,22,1011.52,94,41,32,21,23,19,1015,1009,0
2/14/2016 0:00,26,21,1011.93,94,40,31,21,22,19,1015,1010,0
2/15/2016 0:00,26,21,1013.25,94,47,31,20,23,20,1016,1011,0
2/16/2016 0:00,26,22,1013.39,94,43,32,21,23,18,1017,1011,0
2/17/2016 0:00,28,22,1013.3,94,40,32,23,24,20,1017,1011,0
2/18/2016 0:00,28,22,1013.38,94,34,32,23,24,18,1017,1011,0
2/19/2016 0:00,27,22,1014.07,94,46,32,22,24,21,1017,1012,0
2/20/2016 0:00,28,23,1013.64,94,45,33,23,25,22,1018,1011,0
2/21/2016 0:00,28,24,1012.43,94,47,33,23,25,22,1016,1009,0
2/22/2016 0:00,28,23,1012.93,94,44,34,23,24,21,1016,1010,0
2/23/2016 0:00,26,21,1012.42,90,40,32,21,22,20,1016,1010,0
2/24/2016 0:00,26,21,1011.34,88,35,33,20,22,18,1015,1009,0
2/25/2016 0:00,28,23,1011.68,89,47,32,23,26,22,1015,1009,0
2/26/2016 0:00,28,23,1013.41,84,50,32,24,24,22,1017,1011,0
2/27/2016 0:00,28,23,1014.5,94,50,32,23,26,22,1018,1012,0
2/28/2016 0:00,28,24,1015.16,89,49,32,25,25,22,1018,1013,0
2/29/2016 0:00,28,23,1014.95,89,47,31,24,24,22,1018,1013,0
3/1/2016 0:00,28,23,1013.25,89,44,33,23,24,21,1017,1011,0
3/2/2016 0:00,28,23,1013.3,89,46,32,23,24,20,1017,1011,0
3/3/2016 0:00,28,22,1013.91,83,42,32,23,23,20,1017,1011,0
3/4/2016 0:00,27,22,1012.34,94,43,32,22,24,20,1016,1010,0
3/5/2016 0:00,28,22,1011.45,94,38,33,23,24,20,1015,1009,0
3/6/2016 0:00,28,22,1011.02,94,39,33,23,24,21,1014,1009,0
3/7/2016 0:00,28,22,1010.79,89,41,33,22,25,21,1014,1009,0
3/8/2016 0:00,28,22,1010.25,89,42,33,23,23,21,1014,1008,0
3/9/2016 0:00,28,22,1010.4,89,44,33,22,24,20,1014,1008,0
